,player_name,match_no,season,base_team_name,vs_team,mvp_status,debut_status,player_tag,player_status,bat_runs,bat_number_of_balls,bat_No_of_fours,bat_No_of_sixs,bat_strike_rate,did_not_bat_status,fall_of_wicket_status
180,Albie Morkel,103,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c Kumble b Kumar,9,7,1,0,128.57,no,6-118 (Albie Morkel
181,Shadab Jakati,103,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,not out,7,7,1,0,100.00,no,na
182,Lakshmipathy Balaji,103,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c Kumble b Vinay Kumar,0,1,0,0,0.00,no,8-118 (Lakshmipathy Balaji
183,Muthiah Muralidaran,103,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,run out (Kumar),4,2,1,0,200.00,no,9-128 (Muthiah Muralidaran
184,Sudeep Tyagi,103,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,run out (Akhil/Kumar),0,0,0,0,-,no,10-129 (Sudeep Tyagi
185,Parthiv Patel,106,2009,Chennai Super Kings,Mumbai Indians,no,no,normal,lbw b Malinga,0,1,0,0,0.00,no,na
186,Matthew Hayden,106,2009,Chennai Super Kings,Mumbai Indians,yes,no,normal,not out,60,57,4,1,105.26,no,na
187,Suresh Raina,106,2009,Chennai Super Kings,Mumbai Indians,no,no,normal,c & b Bravo,20,12,2,2,166.66,no,na
188,S Badrinath,106,2009,Chennai Super Kings,Mumbai Indians,no,no,normal,c Takawale b Kulkarni,22,23,2,1,95.65,no,na
189,MS Dhoni,106,2009,Chennai Super Kings,Mumbai Indians,no,no,['(c)\x86'],not out,23,22,2,0,104.54,no,na
190,Parthiv Patel,110,2009,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,run out (Shukla),25,19,4,0,131.57,no,1-59 (Parthiv Patel
191,George Bailey,110,2009,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,run out (Hodge),30,27,4,0,111.11,no,2-78 (George Bailey
192,Suresh Raina,110,2009,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,c Shukla b Dinda,52,36,3,3,144.44,no,3-152 (Suresh Raina
193,MS Dhoni,110,2009,Chennai Super Kings,Kolkata Knight Riders,no,no,['(c)\x86'],not out,40,28,4,1,142.85,no,na
194,Albie Morkel,110,2009,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,not out,21,10,1,2,210.00,no,na
195,George Bailey,113,2009,Chennai Super Kings,Kings XI Punjab,no,no,normal,run out (Yuvraj Singh),15,12,3,0,125.00,no,1-40 (George Bailey
196,Parthiv Patel,113,2009,Chennai Super Kings,Kings XI Punjab,no,no,normal,b Powar,32,23,4,1,139.13,no,2-54 (Parthiv Patel
197,Suresh Raina,113,2009,Chennai Super Kings,Kings XI Punjab,no,no,normal,c Lee b Mota,20,21,2,0,95.23,no,5-87 (Suresh Raina
198,S Badrinath,113,2009,Chennai Super Kings,Kings XI Punjab,no,no,normal,c Pathan b Sreesanth,4,9,0,0,44.44,no,3-68 (S Badrinath
199,MS Dhoni,113,2009,Chennai Super Kings,Kings XI Punjab,no,no,['(c)\x86'],b Sreesanth,2,2,0,0,100.00,no,4-70 (MS Dhoni
200,Jacob Oram,113,2009,Chennai Super Kings,Kings XI Punjab,no,no,normal,c & b Pathan,17,21,1,0,80.95,no,7-105 (Jacob Oram
201,Manpreet Gony,113,2009,Chennai Super Kings,Kings XI Punjab,no,no,normal,b Chawla,7,5,0,1,140.00,no,6-96 (Manpreet Gony
202,Ravichandran Ashwin,113,2009,Chennai Super Kings,Kings XI Punjab,no,no,normal,c Pomersbach b Pathan,8,15,1,0,53.33,no,8-109 (Ravichandran Ashwin
203,Thilan Thushara,113,2009,Chennai Super Kings,Kings XI Punjab,no,no,normal,run out (Katich/Sangakkara),1,5,0,0,20.00,no,9-114 (Thilan Thushara
204,Lakshmipathy Balaji,113,2009,Chennai Super Kings,Kings XI Punjab,no,no,normal,not out,2,6,0,0,33.33,no,na
205,Muthiah Muralidaran,113,2009,Chennai Super Kings,Kings XI Punjab,yes,no,normal,not out,1,1,0,0,100.00,no,na
206,Parthiv Patel,117,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,lbw b Kallis,36,27,7,0,133.33,no,2-69 (Parthiv Patel
207,Matthew Hayden,117,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c Pandey b Vinay Kumar,26,19,2,1,136.84,no,1-61 (Matthew Hayden
208,MS Dhoni,117,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,['(c)\x86'],c Vinay Kumar b van der Merwe,28,30,0,0,93.33,no,4-125 (MS Dhoni
209,Suresh Raina,117,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c Boucher b Kumar,20,19,1,1,105.26,no,3-104 (Suresh Raina
210,Albie Morkel,117,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,not out,20,17,1,1,117.64,no,na
211,Jacob Oram,117,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c Uthappa b Vinay Kumar,9,7,0,1,128.57,no,5-140 (Jacob Oram
212,S Badrinath,117,2009,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,not out,1,1,0,0,100.00,no,na
213,Murali Vijay,123,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,b Vaas,3,6,0,0,50.00,no,na
214,Matthew Hayden,123,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,c Singh b Vaas,17,11,0,2,154.54,no,na
215,Suresh Raina,123,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,c Gilchrist b Vaas,6,3,0,1,200.00,no,na
216,S Badrinath,123,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,c Singh b Ojha,5,12,1,0,41.66,no,na
217,Justin Kemp,123,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,st Gilchrist b Ojha,22,16,1,1,137.50,no,na
218,MS Dhoni,123,2009/10,Chennai Super Kings,Deccan Chargers,no,no,['(c)\x86'],b Symonds,42,29,3,2,144.82,no,na
219,Albie Morkel,123,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,not out,42,26,1,3,161.53,no,na
220,Ravichandran Ashwin,123,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,c Singh b Sharma,0,1,0,0,0.00,no,na
221,Lakshmipathy Balaji,123,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,c Anirudh Singh b Singh,15,10,1,1,150.00,no,na
222,Muthiah Muralidaran,123,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,lbw b Symonds,1,2,0,0,50.00,no,na
223,Sudeep Tyagi,123,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,not out,3,4,0,0,75.00,no,na
224,Murali Vijay,126,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,b Shukla,33,26,5,0,126.92,no,2-53 (Murali Vijay
225,Matthew Hayden,126,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,b Sharma,1,8,0,0,12.50,no,1-16 (Matthew Hayden
226,Suresh Raina,126,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,b Hodge,18,20,2,0,90.00,no,3-55 (Suresh Raina
227,S Badrinath,126,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,not out,43,33,3,1,130.30,no,na
228,MS Dhoni,126,2009/10,Chennai Super Kings,Kolkata Knight Riders,yes,no,['(c)\x86'],not out,66,33,6,3,200.00,no,na
229,Parthiv Patel,129,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,['\x86'],run out (de Villiers),6,6,1,0,100.00,no,na
230,Matthew Hayden,129,2009/10,Chennai Super Kings,Delhi Daredevils,yes,no,normal,c Dilshan b Mishra,93,43,9,7,216.27,no,na
231,S Badrinath,129,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,normal,c Mishra b Yadav,14,15,3,0,93.33,no,na
232,Suresh Raina,129,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,['(c)'],not out,49,34,3,3,144.11,no,na
233,Albie Morkel,129,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,normal,c Mishra b Dilshan,0,3,0,0,0.00,no,na
234,Justin Kemp,129,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,normal,b Nannes,4,8,0,0,50.00,no,na
235,Murali Vijay,129,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,normal,not out,14,6,1,1,233.33,no,na
236,Parthiv Patel,134,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,['\x86'],st Sangakkara b Chawla,57,58,4,2,98.27,no,na
237,Matthew Hayden,134,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,normal,b Powar,33,24,4,2,137.50,no,na
238,Suresh Raina,134,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,['(c)'],run out (Theron),15,11,0,1,136.36,no,na
239,Murali Vijay,134,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,normal,lbw b Theron,0,3,0,0,0.00,no,na
240,S Badrinath,134,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,normal,c Sangakkara b Yuvraj Singh,2,2,0,0,100.00,no,na
241,Albie Morkel,134,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,normal,not out,12,12,1,0,100.00,no,na
242,Manpreet Gony,134,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,normal,b Theron,2,6,0,0,33.33,no,na
243,Ravichandran Ashwin,134,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,normal,c Kaif b Pathan,2,5,0,0,40.00,no,na
244,Parthiv Patel,136,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,['\x86'],c Boucher b Kumar,1,3,0,0,33.33,no,na
245,Matthew Hayden,136,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,run out (Dravid),32,28,5,0,114.28,no,na
246,George Bailey,136,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c Boucher b Vinay Kumar,18,27,2,0,66.66,no,na
247,Suresh Raina,136,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,['(c)'],c Kallis b Vinay Kumar,9,7,0,1,128.57,no,na
248,Murali Vijay,136,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c Morgan b Kumble,3,7,0,0,42.85,no,na
249,S Badrinath,136,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c sub (KP Appanna) b Vinay Kumar,31,17,5,1,182.35,no,na
250,Albie Morkel,136,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,b Vinay Kumar,19,19,1,1,100.00,no,na
251,Ravichandran Ashwin,136,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,not out,11,10,1,0,110.00,no,na
252,Lakshmipathy Balaji,136,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,not out,0,2,0,0,0.00,no,na
253,Parthiv Patel,139,2009/10,Chennai Super Kings,Mumbai Indians,no,no,normal,b McLaren,8,12,1,0,66.66,no,2-38 (Parthiv Patel
254,Matthew Hayden,139,2009/10,Chennai Super Kings,Mumbai Indians,no,no,normal,lbw b Harbhajan Singh,20,12,4,0,166.66,no,1-32 (Matthew Hayden
255,Suresh Raina,139,2009/10,Chennai Super Kings,Mumbai Indians,no,no,normal,not out,83,52,7,3,159.61,no,na
256,S Badrinath,139,2009/10,Chennai Super Kings,Mumbai Indians,no,no,normal,not out,55,45,6,0,122.22,no,na
257,Murali Vijay,142,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,normal,run out (Pathan),42,28,4,2,150.00,no,na
258,Matthew Hayden,142,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,normal,c & b Pathan,19,14,1,1,135.71,no,na
259,Suresh Raina,142,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,normal,b Warne,14,12,1,0,116.66,no,na
260,MS Dhoni,142,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,['(c)\x86'],run out (Voges/Ojha),21,19,2,0,110.52,no,na
261,S Badrinath,142,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,normal,c Pathan b Tait,25,27,2,0,92.59,no,na
262,Albie Morkel,142,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,normal,c Fazal b Tait,28,12,1,3,233.33,no,na
263,Arun Karthik,142,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,normal,not out,3,5,0,0,60.00,no,na
264,Thilan Thushara,142,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,normal,not out,2,3,0,0,66.66,no,na
265,Murali Vijay,146,2009/10,Chennai Super Kings,Royal Challengers Bangalore,yes,no,normal,c Pandey b Pietersen,78,39,4,6,200.00,no,na
266,Matthew Hayden,146,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,st Uthappa b Kumble,12,14,0,1,85.71,no,na
267,Suresh Raina,146,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,not out,40,34,3,1,117.64,no,na
268,MS Dhoni,146,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,['(c)\x86'],c Dravid b Steyn,14,19,1,0,73.68,no,na
269,Albie Morkel,146,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,b Kallis,1,3,0,0,33.33,no,na
270,S Badrinath,146,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c Uthappa b Vinay Kumar,7,6,1,0,116.66,no,na
271,Chandrasekar Ganapathy,146,2009/10,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,not out,0,0,0,0,-,no,na
272,Murali Vijay,150,2009/10,Chennai Super Kings,Rajasthan Royals,yes,no,normal,c Fazal b Watson,127,56,8,11,226.78,no,4-241 (Murali Vijay
273,Matthew Hayden,150,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,normal,c Watson b Wagh,34,21,5,1,161.90,no,1-62 (Matthew Hayden
274,Suresh Raina,150,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,normal,c Tait b Warne,13,7,2,0,185.71,no,2-83 (Suresh Raina
275,Albie Morkel,150,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,normal,run out (Narwal),62,34,3,5,182.35,no,3-235 (Albie Morkel
276,MS Dhoni,150,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,['(c)\x86'],c Narwal b Watson,0,1,0,0,0.00,no,5-241 (MS Dhoni
277,S Badrinath,150,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,normal,not out,4,1,1,0,400.00,no,na
278,Srikkanth Anirudha,150,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,normal,not out,0,0,0,0,-,no,na
279,Murali Vijay,155,2009/10,Chennai Super Kings,Mumbai Indians,no,no,normal,b Harbhajan Singh,14,17,2,0,82.35,no,1-27 (Murali Vijay
280,Matthew Hayden,155,2009/10,Chennai Super Kings,Mumbai Indians,no,no,normal,c Sathish b Pollard,35,31,2,1,112.90,no,4-119 (Matthew Hayden
281,Suresh Raina,155,2009/10,Chennai Super Kings,Mumbai Indians,yes,no,normal,c Dhawan b Bravo,23,18,2,1,127.77,no,2-69 (Suresh Raina
282,MS Dhoni,155,2009/10,Chennai Super Kings,Mumbai Indians,no,no,['(c)\x86'],c & b Pollard,31,18,4,0,172.22,no,3-119 (MS Dhoni
283,Michael Hussey,155,2009/10,Chennai Super Kings,Mumbai Indians,no,no,normal,not out,14,15,0,0,93.33,no,na
284,S Badrinath,155,2009/10,Chennai Super Kings,Mumbai Indians,no,no,normal,not out,30,22,4,0,136.36,no,na
285,Murali Vijay,160,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,run out (Singh/Harmeet Singh),23,13,1,1,176.92,no,2-65 (Murali Vijay
286,Matthew Hayden,160,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,c Gilchrist b Harmeet Singh,19,18,3,0,105.55,no,1-41 (Matthew Hayden
287,Suresh Raina,160,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,c Sharma b Harris,52,42,4,2,123.80,no,6-122 (Suresh Raina
288,MS Dhoni,160,2009/10,Chennai Super Kings,Deccan Chargers,no,no,['(c)\x86'],b Ojha,7,13,0,0,53.84,no,3-82 (MS Dhoni
289,Michael Hussey,160,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,c Sumanth b Symonds,8,11,0,0,72.72,no,4-110 (Michael Hussey
290,S Badrinath,160,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,c Mishra b Singh,6,6,1,0,100.00,no,5-121 (S Badrinath
291,Ravichandran Ashwin,160,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,c & b Harris,5,6,0,0,83.33,no,7-132 (Ravichandran Ashwin
292,Thilan Thushara,160,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,c Symonds b Harris,8,8,0,0,100.00,no,8-134 (Thilan Thushara
293,Shadab Jakati,160,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,not out,0,0,0,0,-,no,na
294,Doug Bollinger,160,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,not out,2,3,0,0,66.66,no,na
295,Murali Vijay,166,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,not out,50,40,4,2,125.00,no,na
296,Matthew Hayden,166,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,b Gayle,0,2,0,0,0.00,no,na
297,Suresh Raina,166,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,not out,78,39,11,3,200.00,no,na
298,Murali Vijay,168,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,normal,c Karthik b Nehra,17,11,3,0,154.54,no,3-23 (Murali Vijay
299,Matthew Hayden,168,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,normal,c Collingwood b Nehra,1,5,0,0,20.00,no,1-9 (Matthew Hayden
300,MS Dhoni,168,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,['(c)\x86'],c Manhas b Nannes,0,2,0,0,0.00,no,2-13 (MS Dhoni
301,Suresh Raina,168,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,normal,c Yadav b Dilshan,15,19,2,0,78.94,no,4-52 (Suresh Raina
302,Michael Hussey,168,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,normal,c Dilshan b Sehwag,15,18,2,0,83.33,no,5-53 (Michael Hussey
303,S Badrinath,168,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,normal,c Warner b Nehra,30,29,2,0,103.44,no,9-112 (S Badrinath
304,Albie Morkel,168,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,normal,c Collingwood b Sehwag,1,4,0,0,25.00,no,6-55 (Albie Morkel
305,Ravichandran Ashwin,168,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,normal,run out (Mishra),6,13,0,0,46.15,no,7-72 (Ravichandran Ashwin
306,Lakshmipathy Balaji,168,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,normal,lbw b Mishra,3,8,0,0,37.50,no,8-77 (Lakshmipathy Balaji
307,Doug Bollinger,168,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,normal,not out,16,14,1,1,114.28,no,na
308,Murali Vijay,172,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,normal,st Sangakkara b Powar,13,11,2,0,118.18,no,na
309,Matthew Hayden,172,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,normal,c Sangakkara b Powar,5,8,1,0,62.50,no,na
310,Suresh Raina,172,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,normal,c Goel b Theron,46,27,5,3,170.37,no,na
311,S Badrinath,172,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,normal,st Sangakkara b Chawla,53,36,7,2,147.22,no,na
312,MS Dhoni,172,2009/10,Chennai Super Kings,Kings XI Punjab,yes,no,['(c)\x86'],not out,54,29,5,2,186.20,no,na
313,Albie Morkel,172,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,normal,not out,14,8,2,0,175.00,no,na
314,Murali Vijay,176,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,lbw b Harris,15,10,1,1,150.00,no,2-25 (Murali Vijay
315,Matthew Hayden,176,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,c Symonds b Harris,8,9,2,0,88.88,no,1-12 (Matthew Hayden
316,Suresh Raina,176,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,c Gilchrist b Symonds,2,4,0,0,50.00,no,3-29 (Suresh Raina
317,S Badrinath,176,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,run out (Gilchrist),37,41,3,1,90.24,no,6-117 (S Badrinath
318,MS Dhoni,176,2009/10,Chennai Super Kings,Deccan Chargers,no,no,['(c)\x86'],c Sharma b Harmeet Singh,30,32,3,0,93.75,no,4-81 (MS Dhoni
319,Albie Morkel,176,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,c Symonds b Ojha,4,4,0,0,100.00,no,5-96 (Albie Morkel
320,Srikkanth Anirudha,176,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,c Gibbs b Harris,24,15,1,2,160.00,no,7-137 (Srikkanth Anirudha
321,Ravichandran Ashwin,176,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,not out,6,5,1,0,120.00,no,na
322,Shadab Jakati,176,2009/10,Chennai Super Kings,Deccan Chargers,no,no,normal,not out,0,0,0,0,-,no,na
323,Murali Vijay,178,2009/10,Chennai Super Kings,Mumbai Indians,no,no,normal,c Tiwary b Fernando,26,19,1,2,136.84,no,1-44 (Murali Vijay
324,Matthew Hayden,178,2009/10,Chennai Super Kings,Mumbai Indians,no,no,normal,c Rayudu b Pollard,17,31,1,1,54.83,no,2-47 (Matthew Hayden
325,Suresh Raina,178,2009/10,Chennai Super Kings,Mumbai Indians,yes,no,normal,not out,57,35,3,3,162.85,no,na
326,S Badrinath,178,2009/10,Chennai Super Kings,Mumbai Indians,no,no,normal,c Malinga b Fernando,14,11,2,0,127.27,no,3-67 (S Badrinath
327,MS Dhoni,178,2009/10,Chennai Super Kings,Mumbai Indians,no,no,['(c)\x86'],c Fernando b Khan,22,15,2,1,146.66,no,4-139 (MS Dhoni
328,Albie Morkel,178,2009/10,Chennai Super Kings,Mumbai Indians,no,no,normal,run out (Rayudu),15,6,1,1,250.00,no,5-157 (Albie Morkel
329,Srikkanth Anirudha,178,2009/10,Chennai Super Kings,Mumbai Indians,no,no,normal,not out,6,3,1,0,200.00,no,na
330,Srikkanth Anirudha,179,2011,Chennai Super Kings,Kolkata Knight Riders,yes,no,normal,b Kallis,64,55,6,2,116.36,no,4-138 (Srikkanth Anirudha
331,Murali Vijay,179,2011,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,c Bhatia b Iqbal Abdulla,4,4,1,0,100.00,no,1-5 (Murali Vijay
332,Suresh Raina,179,2011,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,c Ladda b Pathan,33,29,4,0,113.79,no,2-80 (Suresh Raina
333,MS Dhoni,179,2011,Chennai Super Kings,Kolkata Knight Riders,no,no,['(c)\x86'],c Bisla b Kallis,29,21,1,1,138.09,no,3-129 (MS Dhoni
334,Albie Morkel,179,2011,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,not out,15,9,1,1,166.66,no,na
335,Scott Styris,179,2011,Chennai Super Kings,Kolkata Knight Riders,no,no,normal,not out,5,2,1,0,250.00,no,na
336,Srikkanth Anirudha,187,2011,Chennai Super Kings,Kings XI Punjab,no,no,normal,lbw b Kumar,0,1,0,0,0.00,no,1-0 (Srikkanth Anirudha
337,Murali Vijay,187,2011,Chennai Super Kings,Kings XI Punjab,no,no,normal,st Gilchrist b Chawla,74,43,6,4,172.09,no,3-124 (Murali Vijay
338,Suresh Raina,187,2011,Chennai Super Kings,Kings XI Punjab,no,no,normal,c Valthaty b Kumar,0,1,0,0,0.00,no,2-0 (Suresh Raina
339,S Badrinath,187,2011,Chennai Super Kings,Kings XI Punjab,no,no,normal,not out,66,56,8,0,117.85,no,na
340,MS Dhoni,187,2011,Chennai Super Kings,Kings XI Punjab,no,no,['(c)\x86'],b Harris,43,20,4,2,215.00,no,4-188 (MS Dhoni
341,Michael Hussey,192,2011,Chennai Super Kings,Royal Challengers Bangalore,yes,no,normal,not out,83,56,11,1,148.21,no,na
342,Murali Vijay,192,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c Khan b Ninan,31,21,3,2,147.61,no,1-51 (Murali Vijay
343,Suresh Raina,192,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c Agarwal b Ninan,29,16,3,1,181.25,no,2-96 (Suresh Raina
344,MS Dhoni,192,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,['(c)\x86'],c de Villiers b Khan,22,16,1,1,137.50,no,3-147 (MS Dhoni
345,Albie Morkel,192,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c Agarwal b van der Wath,9,8,1,0,112.50,no,4-176 (Albie Morkel
346,S Badrinath,192,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,normal,c Ninan b van der Wath,5,3,1,0,166.66,no,5-183 (S Badrinath
347,Michael Hussey,196,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,normal,c Patel b Singh,8,10,2,0,80.00,no,1-11 (Michael Hussey
348,Murali Vijay,196,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,normal,lbw b Perera,28,18,6,0,155.55,no,2-48 (Murali Vijay
349,Suresh Raina,196,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,normal,run out (Perera),50,40,5,1,125.00,no,4-109 (Suresh Raina
350,S Badrinath,196,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,normal,lbw b Gomez,19,17,1,0,111.76,no,3-96 (S Badrinath
351,MS Dhoni,196,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,['(c)\x86'],not out,14,13,1,1,107.69,no,na
352,Albie Morkel,196,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,normal,not out,9,4,0,1,225.00,no,na
353,Michael Hussey,203,2011,Chennai Super Kings,Mumbai Indians,no,no,normal,c Pollard b Malinga,41,33,6,0,124.24,no,na
354,Murali Vijay,203,2011,Chennai Super Kings,Mumbai Indians,no,no,normal,c Sharma b Patel,12,9,1,1,133.33,no,na
