,player_name,match_no,season,base_team_name,vs_team,mvp_status,debut_status,player_tag,player_status,bat_runs,bat_number_of_balls,bat_No_of_fours,bat_No_of_sixs,bat_strike_rate,did_not_bat_status,fall_of_wicket_status
13754,Chris Gayle,640,2017,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,c Khan b Nadeem,48,38,3,3,126.31,no,2-96 (Chris Gayle
13755,Vishnu Vinod,640,2017,Royal Challengers Bangalore,Delhi Daredevils,no,no,['\x86'],b Cummins,3,9,0,0,33.33,no,1-30 (Vishnu Vinod
13756,Virat Kohli,640,2017,Royal Challengers Bangalore,Delhi Daredevils,no,no,['(c)'],c Nadeem b Khan,58,45,3,3,128.88,no,4-118 (Virat Kohli
13757,Travis Head,640,2017,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,run out (Iyer/Khan),2,2,0,0,100.00,no,3-102 (Travis Head
13758,Kedar Jadhav,640,2017,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,run out (Cummins),12,9,0,1,133.33,no,5-131 (Kedar Jadhav
13759,Sachin Baby,640,2017,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,c Anderson b Cummins,12,8,2,0,150.00,no,6-144 (Sachin Baby
13760,Shane Watson,640,2017,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,not out,4,4,0,0,100.00,no,na
13761,Pawan Negi,640,2017,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,not out,13,5,3,0,260.00,no,na
13762,Brendon McCullum,647,2018,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,b Narine,43,27,6,2,159.25,no,2-63 (Brendon McCullum
13763,Quinton de Kock,647,2018,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,['\x86'],c Vinay Kumar b Chawla,4,4,1,0,100.00,no,1-18 (Quinton de Kock
13764,Virat Kohli,647,2018,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,['(c)'],b Rana,31,33,1,1,93.93,no,4-127 (Virat Kohli
13765,AB de Villiers,647,2018,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Johnson b Rana,44,23,1,5,191.30,no,3-127 (AB de Villiers
13766,Sarfaraz Khan,647,2018,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Singh b Johnson,6,10,0,0,60.00,no,5-154 (Sarfaraz Khan
13767,Mandeep Singh,647,2018,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Kuldeep Yadav b Vinay Kumar,37,18,4,2,205.55,no,6-176 (Mandeep Singh
13768,Chris Woakes,647,2018,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Russell b Vinay Kumar,5,5,1,0,100.00,no,7-176 (Chris Woakes
13769,Washington Sundar,647,2018,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,not out,0,0,0,0,-,no,na
13770,Quinton de Kock,652,2018,Royal Challengers Bangalore,Kings XI Punjab,no,no,['\x86'],b Ashwin,45,34,7,1,132.35,no,na
13771,Brendon McCullum,652,2018,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,c Mujeeb Ur Rahman b Patel,0,1,0,0,0.00,no,na
13772,Virat Kohli,652,2018,Royal Challengers Bangalore,Kings XI Punjab,no,no,['(c)'],b Mujeeb Ur Rahman,21,16,4,0,131.25,no,na
13773,AB de Villiers,652,2018,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,c Nair b Tye,57,40,2,4,142.50,no,na
13774,Sarfaraz Khan,652,2018,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,c Nair b Ashwin,0,1,0,0,0.00,no,na
13775,Mandeep Singh,652,2018,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,run out (sub [MJ Dagar]/Rahul),22,19,1,0,115.78,no,na
13776,Chris Woakes,652,2018,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,not out,1,2,0,0,50.00,no,na
13777,Washington Sundar,652,2018,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,not out,9,4,2,0,225.00,no,na
13778,Brendon McCullum,655,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,c Stokes b Gowtham,4,4,1,0,100.00,no,na
13779,Quinton de Kock,655,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,['\x86'],c Unadkat b Short,26,19,4,0,136.84,no,na
13780,Virat Kohli,655,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,['(c)'],c Short b Gopal,57,30,7,2,190.00,no,na
13781,AB de Villiers,655,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,c Unadkat b Gopal,20,18,1,1,111.11,no,na
13782,Mandeep Singh,655,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,not out,47,25,6,1,188.00,no,na
13783,Pawan Negi,655,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,c Buttler b Laughlin,3,4,0,0,75.00,no,na
13784,Washington Sundar,655,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,b Stokes,35,19,1,3,184.21,no,na
13785,Chris Woakes,655,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,not out,0,1,0,0,0.00,no,na
13786,Virat Kohli,658,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,['(c)'],not out,92,62,7,4,148.38,no,na
13787,Quinton de Kock,658,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,['\x86'],b McClenaghan,19,12,2,1,158.33,no,na
13788,AB de Villiers,658,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,c HH Pandya b McClenaghan,1,2,0,0,50.00,no,na
13789,Mandeep Singh,658,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,st Ishan Kishan b KH Pandya,16,14,1,0,114.28,no,na
13790,Corey Anderson,658,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,c sub (JP Duminy) b KH Pandya,0,1,0,0,0.00,no,na
13791,Washington Sundar,658,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,c Yadav b KH Pandya,7,8,1,0,87.50,no,na
13792,Sarfaraz Khan,658,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,st sub (AP Tare) b Markande,5,6,1,0,83.33,no,na
13793,Chris Woakes,658,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,c KH Pandya b Bumrah,11,11,0,1,100.00,no,na
13794,Umesh Yadav,658,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,c Sharma b Bumrah,1,2,0,0,50.00,no,na
13795,Mohammed Siraj,658,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,not out,8,3,0,1,266.66,no,na
13796,Quinton de Kock,663,2018,Royal Challengers Bangalore,Delhi Daredevils,no,no,['\x86'],run out (Shankar/Pant),18,16,1,1,112.50,no,na
13797,Manan Vohra,663,2018,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,c Roy b Maxwell,2,5,0,0,40.00,no,na
13798,Virat Kohli,663,2018,Royal Challengers Bangalore,Delhi Daredevils,no,no,['(c)'],c Boult b Patel,30,26,2,1,115.38,no,na
13799,AB de Villiers,663,2018,Royal Challengers Bangalore,Delhi Daredevils,yes,no,normal,not out,90,39,10,5,230.76,no,na
13800,Corey Anderson,663,2018,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,b Boult,15,13,0,1,115.38,no,na
13801,Mandeep Singh,663,2018,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,not out,17,9,1,1,188.88,no,na
13802,Quinton de Kock,668,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,['\x86'],c & b Bravo,53,37,1,4,143.24,no,2-138 (Quinton de Kock
13803,Virat Kohli,668,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,['(c)'],c Jadeja b Thakur,18,15,3,0,120.00,no,1-35 (Virat Kohli
13804,AB de Villiers,668,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,c Billings b Imran Tahir,68,30,2,8,226.66,no,3-142 (AB de Villiers
13805,Corey Anderson,668,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,c Harbhajan Singh b Imran Tahir,2,8,0,0,25.00,no,4-142 (Corey Anderson
13806,Mandeep Singh,668,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,c Jadeja b Thakur,32,17,1,3,188.23,no,5-191 (Mandeep Singh
13807,Colin de Grandhomme,668,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,run out (Dhoni),11,7,1,0,157.14,no,6-191 (Colin de Grandhomme
13808,Pawan Negi,668,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,run out (Jadeja/Dhoni),0,1,0,0,0.00,no,7-192 (Pawan Negi
13809,Washington Sundar,668,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,not out,13,4,1,1,325.00,no,na
13810,Umesh Yadav,668,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,c Billings b Bravo,0,1,0,0,0.00,no,8-193 (Umesh Yadav
13811,Mohammed Siraj,668,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,not out,0,0,0,0,-,no,na
13812,Quinton de Kock,673,2018,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,['\x86'],c Shubman Gill b Kuldeep Yadav,29,27,3,1,107.40,no,1-67 (Quinton de Kock
13813,Brendon McCullum,673,2018,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Karthik b Russell,38,28,4,2,135.71,no,2-74 (Brendon McCullum
13814,Virat Kohli,673,2018,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,['(c)'],not out,68,44,5,3,154.54,no,na
13815,Manan Vohra,673,2018,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,b Russell,0,1,0,0,0.00,no,3-75 (Manan Vohra
13816,Mandeep Singh,673,2018,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Shivam Mavi b Russell,19,14,0,2,135.71,no,4-140 (Mandeep Singh
13817,Colin de Grandhomme,673,2018,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,not out,11,6,0,1,183.33,no,na
13818,Manan Vohra,675,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,lbw b Markande,45,31,2,4,145.16,no,2-61 (Manan Vohra
13819,Quinton de Kock,675,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,['\x86'],c Sharma b McClenaghan,7,13,1,0,53.84,no,1-38 (Quinton de Kock
13820,Brendon McCullum,675,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,run out (HH Pandya),37,25,4,2,148.00,no,3-121 (Brendon McCullum
13821,Virat Kohli,675,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,['(c)'],c Pollard b HH Pandya,32,26,2,1,123.07,no,5-139 (Virat Kohli
13822,Mandeep Singh,675,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,c Yadav b HH Pandya,14,10,1,1,140.00,no,4-139 (Mandeep Singh
13823,Colin de Grandhomme,675,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,not out,23,10,0,3,230.00,no,na
13824,Washington Sundar,675,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,c Sharma b HH Pandya,1,3,0,0,33.33,no,6-141 (Washington Sundar
13825,Tim Southee,675,2018,Royal Challengers Bangalore,Mumbai Indians,yes,no,normal,c Cutting b Bumrah,1,2,0,0,50.00,no,7-143 (Tim Southee
13826,Umesh Yadav,675,2018,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,not out,1,2,0,0,50.00,no,na
13827,Parthiv Patel,679,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,['\x86'],c & b Jadeja,53,41,5,2,129.26,no,5-84 (Parthiv Patel
13828,Brendon McCullum,679,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,c Thakur b Ngidi,5,3,1,0,166.66,no,1-9 (Brendon McCullum
13829,Virat Kohli,679,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,['(c)'],b Jadeja,8,11,1,0,72.72,no,2-47 (Virat Kohli
13830,AB de Villiers,679,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,st Dhoni b Harbhajan Singh,1,4,0,0,25.00,no,3-56 (AB de Villiers
13831,Mandeep Singh,679,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,c Willey b Jadeja,7,13,0,0,53.84,no,4-73 (Mandeep Singh
13832,Colin de Grandhomme,679,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,c Raina b Willey,8,8,1,0,100.00,no,7-87 (Colin de Grandhomme
13833,Murugan Ashwin,679,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,st Dhoni b Harbhajan Singh,1,2,0,0,50.00,no,6-85 (Murugan Ashwin
13834,Tim Southee,679,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,not out,36,26,3,1,138.46,no,na
13835,Umesh Yadav,679,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,run out (Willey),1,5,0,0,20.00,no,8-89 (Umesh Yadav
13836,Mohammed Siraj,679,2018,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,run out (Rayudu/Dhoni),3,7,0,0,42.85,no,9-127 (Mohammed Siraj
13837,Manan Vohra,683,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,b Sandeep Sharma,8,10,0,0,80.00,no,na
13838,Parthiv Patel,683,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,['\x86'],lbw b Shakib Al Hasan,20,13,4,0,153.84,no,na
13839,Virat Kohli,683,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,['(c)'],c Pathan b Shakib Al Hasan,39,30,5,1,130.00,no,na
13840,AB de Villiers,683,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,b Rashid Khan,5,8,0,0,62.50,no,na
13841,Moeen Ali,683,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Saha b Kaul,10,7,2,0,142.85,no,na
13842,Mandeep Singh,683,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,not out,21,23,1,0,91.30,no,na
13843,Colin de Grandhomme,683,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,b Kumar,33,29,1,2,113.79,no,na
13844,Parthiv Patel,689,2018,Royal Challengers Bangalore,Delhi Daredevils,no,no,['\x86'],lbw b Lamichhane,6,8,1,0,75.00,no,na
13845,Moeen Ali,689,2018,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,c Shaw b Boult,1,3,0,0,33.33,no,na
13846,Virat Kohli,689,2018,Royal Challengers Bangalore,Delhi Daredevils,no,no,['(c)'],c Pant b Mishra,70,40,7,3,175.00,no,na
13847,AB de Villiers,689,2018,Royal Challengers Bangalore,Delhi Daredevils,yes,no,normal,not out,72,37,4,6,194.59,no,na
13848,Mandeep Singh,689,2018,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,b Boult,13,14,0,1,92.85,no,na
13849,Sarfaraz Khan,689,2018,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,c Shaw b Patel,11,8,2,0,137.50,no,na
13850,Colin de Grandhomme,689,2018,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,not out,3,4,0,0,75.00,no,na
13851,Virat Kohli,692,2018,Royal Challengers Bangalore,Kings XI Punjab,no,no,['(c)'],not out,48,28,6,2,171.42,no,na
13852,Parthiv Patel,692,2018,Royal Challengers Bangalore,Kings XI Punjab,no,no,['\x86'],not out,40,22,7,0,181.81,no,na
13853,Parthiv Patel,695,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,['\x86'],c Kaul b Sandeep Sharma,1,4,0,0,25.00,no,1-6 (Parthiv Patel
13854,Virat Kohli,695,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,['(c)'],b Rashid Khan,12,11,2,0,109.09,no,2-38 (Virat Kohli
13855,AB de Villiers,695,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,yes,no,normal,c Dhawan b Rashid Khan,69,39,12,1,176.92,no,3-145 (AB de Villiers
13856,Moeen Ali,695,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Goswami b Rashid Khan,65,34,2,6,191.17,no,4-149 (Moeen Ali
13857,Colin de Grandhomme,695,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Rashid Khan b Kaul,40,17,1,4,235.29,no,6-210 (Colin de Grandhomme
13858,Mandeep Singh,695,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Dhawan b Kaul,4,6,0,0,66.66,no,5-176 (Mandeep Singh
13859,Sarfaraz Khan,695,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,not out,22,8,3,1,275.00,no,na
13860,Tim Southee,695,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,not out,1,1,0,0,100.00,no,na
13861,Virat Kohli,697,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,['(c)'],b Gowtham,4,9,0,0,44.44,no,na
13862,Parthiv Patel,697,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,['\x86'],st Klaasen b Gopal,33,21,3,2,157.14,no,na
13863,AB de Villiers,697,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,st Klaasen b Gopal,53,35,7,0,151.42,no,na
13864,Moeen Ali,697,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,c & b Gopal,1,2,0,0,50.00,no,na
13865,Mandeep Singh,697,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,st Klaasen b Gopal,3,4,0,0,75.00,no,na
13866,Colin de Grandhomme,697,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,c Rahane b Sodhi,2,3,0,0,66.66,no,na
13867,Sarfaraz Khan,697,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,c Klaasen b Laughlin,7,8,1,0,87.50,no,na
13868,Tim Southee,697,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,c Gowtham b Unadkat,14,17,2,0,82.35,no,na
13869,Umesh Yadav,697,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,b Laughlin,0,1,0,0,0.00,no,na
13870,Mohammed Siraj,697,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,c Gowtham b Unadkat,14,12,2,0,116.66,no,na
13871,Yuzvendra Chahal,697,2018,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,not out,0,4,0,0,0.00,no,na
13872,Virat Kohli,705,2019,Royal Challengers Bangalore,Chennai Super Kings,no,no,['(c)'],c Jadeja b Harbhajan Singh,6,12,0,0,50.00,no,1-16 (Virat Kohli
13873,Parthiv Patel,705,2019,Royal Challengers Bangalore,Chennai Super Kings,no,no,['\x86'],c Jadhav b Bravo,29,35,2,0,82.85,no,10-70 (Parthiv Patel
13874,Moeen Ali,705,2019,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,c & b Harbhajan Singh,9,8,0,1,112.50,no,2-28 (Moeen Ali
13875,AB de Villiers,705,2019,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,c Jadeja b Harbhajan Singh,9,10,0,0,90.00,no,3-38 (AB de Villiers
13876,Shimron Hetmyer,705,2019,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,run out (Raina/Dhoni),0,2,0,0,0.00,no,4-39 (Shimron Hetmyer
13877,Shivam Dube,705,2019,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,c Watson b Imran Tahir,2,5,0,0,40.00,no,5-45 (Shivam Dube
13878,Colin de Grandhomme,705,2019,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,c Dhoni b Jadeja,4,6,1,0,66.66,no,6-50 (Colin de Grandhomme
13879,Navdeep Saini,705,2019,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,c Watson b Imran Tahir,2,3,0,0,66.66,no,7-53 (Navdeep Saini
13880,Yuzvendra Chahal,705,2019,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,c Harbhajan Singh b Imran Tahir,4,12,0,0,33.33,no,8-59 (Yuzvendra Chahal
13881,Umesh Yadav,705,2019,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,b Jadeja,1,10,0,0,10.00,no,9-70 (Umesh Yadav
13882,Mohammed Siraj,705,2019,Royal Challengers Bangalore,Chennai Super Kings,no,no,normal,not out,0,1,0,0,0.00,no,na
13883,Parthiv Patel,711,2019,Royal Challengers Bangalore,Mumbai Indians,no,no,['\x86'],b Markande,31,22,4,1,140.90,no,na
13884,Moeen Ali,711,2019,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,run out (Sharma),13,7,1,1,185.71,no,na
13885,Virat Kohli,711,2019,Royal Challengers Bangalore,Mumbai Indians,no,no,['(c)'],c HH Pandya b Bumrah,46,32,6,0,143.75,no,na
13886,AB de Villiers,711,2019,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,not out,70,41,4,6,170.73,no,na
13887,Shimron Hetmyer,711,2019,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,c HH Pandya b Bumrah,5,6,0,0,83.33,no,na
13888,Colin de Grandhomme,711,2019,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,c KH Pandya b Bumrah,2,7,0,0,28.57,no,na
13889,Shivam Dube,711,2019,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,not out,9,5,0,1,180.00,no,na
13890,Parthiv Patel,715,2019,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,['\x86'],c Pandey b Mohammad Nabi,11,8,2,0,137.50,no,na
13891,Shimron Hetmyer,715,2019,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,st Bairstow b Mohammad Nabi,9,9,0,1,100.00,no,na
13892,Virat Kohli,715,2019,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,['(c)'],c Warner b Sandeep Sharma,3,10,0,0,30.00,no,na
13893,AB de Villiers,715,2019,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,b Mohammad Nabi,1,2,0,0,50.00,no,na
13894,Moeen Ali,715,2019,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,run out (Mohammad Nabi/Sandeep Sharma),2,8,0,0,25.00,no,na
13895,Shivam Dube,715,2019,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Hooda b Mohammad Nabi,5,7,1,0,71.42,no,na
13896,Colin de Grandhomme,715,2019,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,run out (Kumar/Shankar),37,32,3,2,115.62,no,na
13897,Prayas Ray Barman,715,2019,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Hooda b Sandeep Sharma,19,24,2,0,79.16,no,na
13898,Umesh Yadav,715,2019,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,run out (Shankar/Rashid Khan),14,9,1,1,155.55,no,na
13899,Mohammed Siraj,715,2019,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,not out,3,8,0,0,37.50,no,na
13900,Yuzvendra Chahal,715,2019,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Hooda b Sandeep Sharma,1,3,0,0,33.33,no,na
13901,Virat Kohli,718,2019,Royal Challengers Bangalore,Rajasthan Royals,no,no,['(c)'],b Gopal,23,25,3,0,92.00,no,1-49 (Virat Kohli
13902,Parthiv Patel,718,2019,Royal Challengers Bangalore,Rajasthan Royals,no,no,['\x86'],c Rahane b Archer,67,41,9,1,163.41,no,4-126 (Parthiv Patel
13903,AB de Villiers,718,2019,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,c & b Gopal,13,9,2,0,144.44,no,2-71 (AB de Villiers
13904,Shimron Hetmyer,718,2019,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,c Buttler b Gopal,1,9,0,0,11.11,no,3-73 (Shimron Hetmyer
13905,Marcus Stoinis,718,2019,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,not out,31,28,2,1,110.71,no,na
13906,Moeen Ali,718,2019,Royal Challengers Bangalore,Rajasthan Royals,no,no,normal,not out,18,9,2,1,200.00,no,na
13907,Parthiv Patel,721,2019,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,['\x86'],lbw b Rana,25,24,3,0,104.16,no,1-64 (Parthiv Patel
13908,Virat Kohli,721,2019,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,['(c)'],c & b Kuldeep Yadav,84,49,9,2,171.42,no,2-172 (Virat Kohli
13909,AB de Villiers,721,2019,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Shubman Gill b Narine,63,32,5,4,196.87,no,3-185 (AB de Villiers
13910,Marcus Stoinis,721,2019,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,not out,28,13,3,1,215.38,no,na
13911,Moeen Ali,721,2019,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,not out,0,2,0,0,0.00,no,na
13912,Parthiv Patel,724,2019,Royal Challengers Bangalore,Delhi Capitals,no,no,['\x86'],c Lamichhane b Morris,9,9,1,0,100.00,no,1-16 (Parthiv Patel
